U,V,d,su1,su2,su3,su4,su5,sv1,sv2,sv3,sv4,sv5,r,t,e,a,b,n
2,3,33,3,0,0,0,0,20,0,0,0,0,1,1,33,40,9,49
2,3,35,3,0,0,0,0,20,0,0,0,0,1,1,35,40,9,49
2,3,53,27,0,0,0,0,10,0,0,0,0,1,1,53,40,81,121
2,3,55,27,0,0,0,0,10,0,0,0,0,1,1,55,40,81,121
2,3,65,39,0,0,0,0,4,0,0,0,0,1,1,65,8,117,125
2,3,78,78,0,0,0,0,8,0,0,0,0,2,1,78,8,117,125
2,3,83,83,0,0,0,0,40,0,0,0,0,1,1,83,40,249,289
2,3,106,54,0,0,0,0,20,0,0,0,0,2,2,53,40,81,121
2,3,108,54,0,0,0,0,20,0,0,0,0,2,1,108,40,81,121
2,3,110,54,0,0,0,0,20,0,0,0,0,2,2,55,40,81,121
2,3,115,39,0,0,0,0,4,0,0,0,0,1,1,115,8,117,125
2,3,133,27,0,0,0,0,70,0,0,0,0,1,1,133,280,81,361
2,3,143,27,0,0,0,0,22,0,0,0,0,1,1,143,88,81,169
2,3,166,166,0,0,0,0,80,0,0,0,0,2,2,83,40,249,289
2,3,185,75,0,0,0,0,32,0,0,0,0,1,1,185,32,375,407
2,3,203,29,0,0,0,0,200,0,0,0,0,1,1,203,200,87,287
2,5,19,5,0,0,0,0,16,0,0,0,0,1,1,19,32,25,57
2,5,38,10,0,0,0,0,32,0,0,0,0,2,2,19,32,25,57
2,5,61,25,0,0,0,0,61,0,0,0,0,1,1,61,122,25,147
2,5,109,25,0,0,0,0,109,0,0,0,0,1,1,109,218,25,243
2,5,117,25,0,0,0,0,32,0,0,0,0,1,1,117,96,125,221
2,5,122,50,0,0,0,0,122,0,0,0,0,2,2,61,122,25,147
2,5,159,25,0,0,0,0,159,0,0,0,0,1,1,159,318,25,343
2,5,159,35,0,0,0,0,16,0,0,0,0,1,1,159,32,175,207
2,5,169,95,0,0,0,0,16,0,0,0,0,1,1,169,32,475,507
2,5,187,135,0,0,0,0,154,0,0,0,0,1,1,187,154,135,289
2,5,201,145,0,0,0,0,98,0,0,0,0,1,1,201,98,145,243
2,5,207,81,0,0,0,0,32,0,0,0,0,1,1,207,32,405,437
2,5,218,50,0,0,0,0,218,0,0,0,0,2,2,109,218,25,243
2,7,93,49,0,0,0,0,4,0,0,0,0,1,1,93,8,147,155
2,7,97,49,0,0,0,0,97,0,0,0,0,1,1,97,194,49,243
2,7,153,119,0,0,0,0,64,0,0,0,0,1,1,153,128,833,961
2,7,163,49,0,0,0,0,163,0,0,0,0,1,1,163,326,49,375
2,7,194,98,0,0,0,0,194,0,0,0,0,2,2,97,194,49,243
2,9,33,9,0,0,0,0,32,0,0,0,0,1,1,33,32,45,77
2,9,33,27,0,0,0,0,20,0,0,0,0,1,1,33,40,81,121
2,9,53,27,0,0,0,0,20,0,0,0,0,1,1,53,40,81,121
2,9,63,39,0,0,0,0,8,0,0,0,0,1,1,63,8,117,125
2,9,65,39,0,0,0,0,8,0,0,0,0,1,1,65,8,117,125
2,9,66,18,0,0,0,0,64,0,0,0,0,2,2,33,32,45,77
2,9,66,54,0,0,0,0,40,0,0,0,0,2,2,33,40,81,121
2,9,75,27,0,0,0,0,20,0,0,0,0,1,1,75,40,81,121
2,9,99,81,0,0,0,0,60,0,0,0,0,3,3,33,40,81,121
2,9,106,54,0,0,0,0,40,0,0,0,0,2,2,53,40,81,121
2,9,131,81,0,0,0,0,131,0,0,0,0,1,1,131,262,81,343
2,9,141,27,0,0,0,0,44,0,0,0,0,1,1,141,88,81,169
2,9,143,27,0,0,0,0,44,0,0,0,0,1,1,143,88,81,169
2,9,175,135,0,0,0,0,4,0,0,0,0,1,1,175,8,405,413
2,11,133,121,0,0,0,0,25,0,0,0,0,1,1,133,50,121,171
2,11,153,99,0,0,0,0,32,0,0,0,0,1,1,153,32,495,527
2,11,193,121,0,0,0,0,193,0,0,0,0,1,1,193,386,121,507
2,13,45,39,0,0,0,0,8,0,0,0,0,1,1,45,8,117,125
2,13,73,39,0,0,0,0,8,0,0,0,0,1,1,73,8,117,125
2,13,90,78,0,0,0,0,16,0,0,0,0,2,2,45,8,117,125
2,15,207,81,0,0,0,0,8,32,0,0,0,1,1,207,32,405,437
2,19,145,19,0,0,0,0,128,0,0,0,0,1,1,145,128,133,261
2,21,93,49,0,0,0,0,8,4,0,0,0,1,1,93,8,147,155
2,25,99,5,0,0,0,0,96,0,0,0,0,1,1,99,96,25,121
2,25,117,25,0,0,0,0,64,0,0,0,0,1,1,117,96,125,221
2,25,117,65,0,0,0,0,32,0,0,0,0,1,1,117,32,325,357
2,25,219,125,0,0,0,0,16,0,0,0,0,1,1,219,32,625,657
2,27,33,27,0,0,0,0,30,0,0,0,0,1,1,33,40,81,121
2,27,55,27,0,0,0,0,30,0,0,0,0,1,1,55,40,81,121
2,27,66,54,0,0,0,0,60,0,0,0,0,2,2,33,40,81,121
2,27,75,27,0,0,0,0,30,0,0,0,0,1,1,75,40,81,121
2,27,99,81,0,0,0,0,90,0,0,0,0,3,3,33,40,81,121
2,27,105,27,0,0,0,0,98,0,0,0,0,1,1,105,98,27,125
2,27,110,54,0,0,0,0,60,0,0,0,0,2,2,55,40,81,121
2,27,141,27,0,0,0,0,66,0,0,0,0,1,1,141,88,81,169
2,27,175,135,0,0,0,0,6,0,0,0,0,1,1,175,8,405,413
2,39,73,39,0,0,0,0,4,8,0,0,0,1,1,73,8,117,125
2,49,55,49,0,0,0,0,50,0,0,0,0,1,1,55,50,49,99
2,49,163,21,0,0,0,0,128,0,0,0,0,1,1,163,128,147,275
2,49,205,147,0,0,0,0,184,0,0,0,0,1,1,205,184,441,625
2,49,207,147,0,0,0,0,88,0,0,0,0,1,1,207,88,441,529
2,81,53,27,0,0,0,0,40,0,0,0,0,1,1,53,40,81,121
2,81,55,27,0,0,0,0,40,0,0,0,0,1,1,55,40,81,121
2,81,106,54,0,0,0,0,80,0,0,0,0,2,2,53,40,81,121
2,81,110,54,0,0,0,0,80,0,0,0,0,2,2,55,40,81,121
2,81,143,27,0,0,0,0,88,0,0,0,0,1,1,143,88,81,169
2,99,153,99,0,0,0,0,32,32,0,0,0,1,1,153,32,495,527
2,117,45,39,0,0,0,0,8,8,0,0,0,1,1,45,8,117,125
2,117,90,78,0,0,0,0,16,16,0,0,0,2,2,45,8,117,125
2,125,217,125,0,0,0,0,24,0,0,0,0,1,1,217,32,625,657
2,125,219,125,0,0,0,0,24,0,0,0,0,1,1,219,32,625,657
2,135,187,135,0,0,0,0,154,154,0,0,0,1,1,187,154,135,289
2,135,207,81,0,0,0,0,24,32,0,0,0,1,1,207,32,405,437
2,147,207,147,0,0,0,0,44,88,0,0,0,1,1,207,88,441,529
2,175,67,35,0,0,0,0,32,32,0,0,0,1,1,67,32,175,207
2,175,134,70,0,0,0,0,64,64,0,0,0,2,2,67,32,175,207
2,175,201,105,0,0,0,0,96,96,0,0,0,3,3,67,32,175,207
2,375,185,75,0,0,0,0,32,32,0,0,0,1,1,185,32,375,407
2,405,207,81,0,0,0,0,32,32,0,0,0,1,1,207,32,405,437
2,441,205,147,0,0,0,0,184,184,0,0,0,1,1,205,184,441,625
2,625,217,125,0,0,0,0,32,0,0,0,0,1,1,217,32,625,657
3,2,33,20,0,0,0,0,3,0,0,0,0,1,1,33,9,40,49
3,2,35,20,0,0,0,0,3,0,0,0,0,1,1,35,9,40,49
3,2,53,10,0,0,0,0,27,0,0,0,0,1,1,53,81,40,121
3,2,55,10,0,0,0,0,27,0,0,0,0,1,1,55,81,40,121
3,2,65,4,0,0,0,0,39,0,0,0,0,1,1,65,117,8,125
3,2,78,8,0,0,0,0,78,0,0,0,0,2,1,78,117,8,125
3,2,83,40,0,0,0,0,83,0,0,0,0,1,1,83,249,40,289
3,2,106,20,0,0,0,0,54,0,0,0,0,2,2,53,81,40,121
3,2,108,20,0,0,0,0,54,0,0,0,0,2,1,108,81,40,121
3,2,110,20,0,0,0,0,54,0,0,0,0,2,2,55,81,40,121
3,2,115,4,0,0,0,0,39,0,0,0,0,1,1,115,117,8,125
3,2,133,70,0,0,0,0,27,0,0,0,0,1,1,133,81,280,361
3,2,143,22,0,0,0,0,27,0,0,0,0,1,1,143,81,88,169
3,2,166,80,0,0,0,0,166,0,0,0,0,2,2,83,249,40,289
3,2,185,32,0,0,0,0,75,0,0,0,0,1,1,185,375,32,407
3,2,203,200,0,0,0,0,29,0,0,0,0,1,1,203,87,200,287
3,4,83,32,0,0,0,0,75,0,0,0,0,1,1,83,225,64,289
3,4,85,16,0,0,0,0,27,0,0,0,0,1,1,85,81,64,145
3,4,85,58,0,0,0,0,9,0,0,0,0,1,1,85,9,116,125
3,4,88,10,0,0,0,0,54,0,0,0,0,1,1,88,81,40,121
3,4,110,10,0,0,0,0,54,0,0,0,0,1,1,110,81,40,121
3,4,115,100,0,0,0,0,69,0,0,0,0,1,1,115,69,100,169
3,4,130,22,0,0,0,0,54,0,0,0,0,1,1,130,81,88,169
3,4,143,32,0,0,0,0,87,0,0,0,0,1,1,143,261,64,325
3,4,153,32,0,0,0,0,75,0,0,0,0,1,1,153,225,64,289
3,4,154,22,0,0,0,0,54,0,0,0,0,1,1,154,81,88,169
3,4,161,112,0,0,0,0,27,0,0,0,0,1,1,161,81,448,529
3,4,166,64,0,0,0,0,150,0,0,0,0,2,2,83,225,64,289
3,4,168,140,0,0,0,0,6,0,0,0,0,1,1,168,9,280,289
3,4,170,86,0,0,0,0,54,0,0,0,0,1,1,170,81,344,425
3,4,175,118,0,0,0,0,9,0,0,0,0,1,1,175,9,236,245
3,4,185,32,0,0,0,0,75,0,0,0,0,1,1,185,225,64,289
3,4,203,41,0,0,0,0,81,0,0,0,0,1,1,203,81,164,245
3,4,215,32,0,0,0,0,93,0,0,0,0,1,1,215,279,64,343
3,5,40,25,0,0,0,0,12,0,0,0,0,1,1,40,24,25,49
3,5,42,20,0,0,0,0,9,0,0,0,0,1,1,42,9,40,49
3,5,86,10,0,0,0,0,81,0,0,0,0,1,1,86,81,40,121
3,5,86,25,0,0,0,0,48,0,0,0,0,1,1,86,96,25,121
3,5,88,25,0,0,0,0,48,0,0,0,0,1,1,88,96,25,121
3,5,102,80,0,0,0,0,9,0,0,0,0,1,1,102,9,160,169
3,5,104,80,0,0,0,0,9,0,0,0,0,1,1,104,9,160,169
3,5,124,25,0,0,0,0,96,0,0,0,0,1,1,124,192,25,217
3,5,136,25,0,0,0,0,81,0,0,0,0,1,1,136,243,125,368
3,5,152,95,0,0,0,0,147,0,0,0,0,1,1,152,147,95,242
3,5,184,25,0,0,0,0,81,0,0,0,0,1,1,184,243,125,368
3,7,86,56,0,0,0,0,9,0,0,0,0,1,1,86,9,112,121
3,7,90,56,0,0,0,0,69,0,0,0,0,1,1,90,69,56,125
3,7,128,49,0,0,0,0,60,0,0,0,0,1,1,128,120,49,169
3,7,130,49,0,0,0,0,60,0,0,0,0,1,1,130,120,49,169
3,7,168,140,0,0,0,0,9,0,0,0,0,1,1,168,9,280,289
3,7,170,140,0,0,0,0,9,0,0,0,0,1,1,170,9,280,289
3,7,184,112,0,0,0,0,81,0,0,0,0,1,1,184,81,448,529
3,8,33,20,0,0,0,0,9,0,0,0,0,1,1,33,9,40,49
3,8,35,20,0,0,0,0,9,0,0,0,0,1,1,35,9,40,49
3,8,133,70,0,0,0,0,81,0,0,0,0,1,1,133,81,280,361
3,8,143,22,0,0,0,0,81,0,0,0,0,1,1,143,81,88,169
3,8,203,200,0,0,0,0,87,0,0,0,0,1,1,203,87,200,287
3,10,131,70,0,0,0,0,27,81,0,0,0,1,1,131,81,280,361
3,11,90,11,0,0,0,0,81,0,0,0,0,1,1,90,81,44,125
3,11,154,121,0,0,0,0,24,0,0,0,0,1,1,154,48,121,169
3,13,110,13,0,0,0,0,99,0,0,0,0,1,1,110,99,26,125
3,13,110,104,0,0,0,0,21,0,0,0,0,1,1,110,21,104,125
3,13,170,52,0,0,0,0,81,0,0,0,0,1,1,170,81,208,289
3,14,95,70,0,0,0,0,27,81,0,0,0,1,1,95,81,280,361
3,14,190,140,0,0,0,0,54,162,0,0,0,2,2,95,81,280,361
3,14,207,77,0,0,0,0,207,207,0,0,0,1,1,207,207,154,361
3,16,15,8,0,0,0,0,9,0,0,0,0,1,1,15,9,16,25
3,16,58,16,0,0,0,0,54,0,0,0,0,1,1,58,81,64,145
3,16,68,64,0,0,0,0,14,0,0,0,0,1,1,68,21,64,85
3,16,75,56,0,0,0,0,9,0,0,0,0,1,1,75,9,112,121
